frase,polaridad
"fascinaria este preguntas, es agradable",1
" cautiva este reclamos, es rapido",1
" cautiva este quejas, es satisfecho",1
"odio este quejas, es lamentable",0
"fascinaria este quejas, es maravilloso",1
"encantaria este reclamos, es estupendo",1
"gustaria este peticiones, es bueno",1
" encanta este peticiones, es satisfecho",1
"indigna este peticiones, es decepcion",0
"gusta este peticiones, es rapido",1
" cautiva este quejas, es rapido",1
"terrible este peticiones, es terrible",0
"terrible este peticiones, es terrible",0
"odio este preguntas, es grosero",0
"indigna este peticiones, es malo",0
"malo este reclamos, es poco",0
"disgustaria este quejas, es malo",0
"desastroso este reclamos, es ignorado",0
"gustaria este reclamos, es rapido",1
" fascina este peticiones, es maravilloso",1
" sirve este preguntas, es maravilloso",1
"horroroso este peticiones, es decepcion",0
"horrible este peticiones, es decepcion",0
"desastroso este preguntas, es ineficiente",0
"terrible este peticiones, es terrible",0
"desastroso este quejas, es horrible",0
"horroroso este preguntas, es incompleto",0
"gustaria este peticiones, es agradable",1
" satisface este quejas, es satisfecho",1
"horrible este quejas, es fallos",0
" fascina este preguntas, es excelente",1
"terrible este preguntas, es frustante",0
"indigna este quejas, es problemas",0
"fascinaria este reclamos, es increible",1
"gusta este preguntas, es favor",1
"horrible este reclamos, es frustante",0
"malo este preguntas, es desagrada",0
"disgustaria este quejas, es ignorado",0
"gustaria este quejas, es increible",1
"malo este peticiones, es horrible",0
"terrible este preguntas, es incompleto",0
"malo este preguntas, es terrible",0
"agrada este peticiones, es asombroso",1
"gustaria este peticiones, es rapido",1
"disgustaria este preguntas, es insatisfecho",0
"horroroso este reclamos, es incompleto",0
"agrada este peticiones, es maravilloso",1
" encanta este reclamos, es contento",1
"gusta este reclamos, es fantastico",1
"horrible este preguntas, es descontento",0
" sirve este quejas, es fantastico",1
"odio este reclamos, es ignorado",0
"gustaria este reclamos, es excelente",1
"terrible este reclamos, es fallos",0
" satisface este quejas, es maravilla",1
"agrada este preguntas, es contento",1
"disgusta este preguntas, es terrible",0
"fascinaria este preguntas, es eficiente",1
"disgusta este quejas, es decepcion",0
"encantaria este peticiones, es estupendo",1
"horroroso este preguntas, es dificultades",0
"disgustaria este preguntas, es despreciable",0
"desastroso este reclamos, es lamentable",0
"indigna este quejas, es malo",0
"disgustaria este quejas, es dificultades",0
"gustaria este reclamos, es estupendo",1
"horrible este quejas, es desagrada",0
"agradaria este preguntas, es maravilloso",1
"disgustaria este peticiones, es decepcion",0
"terrible este quejas, es dificultades",0
"horroroso este quejas, es lamentable",0
"indigna este preguntas, es ignorado",0
" complace este preguntas, es fantastico",1
" cautiva este reclamos, es rapido",1
"desastroso este preguntas, es terrible",0
" complace este preguntas, es estupendo",1
"malo este quejas, es malo",0
" sirve este quejas, es excelente",1
"disgustaria este preguntas, es dificultades",0
"agrada este quejas, es fantastico",1
" sirve este reclamos, es contento",1
" encanta este quejas, es maravilloso",1
"fascinaria este peticiones, es satisfecho",1
" fascina este quejas, es agradable",1
"agradaria este reclamos, es favor",1
"disgustaria este quejas, es horrible",0
"molesto este quejas, es fallos",0
"horrible este preguntas, es horrible",0
"indigna este preguntas, es problemas",0
"malo este preguntas, es ignorado",0
"indigna este reclamos, es desagrada",0
"odio este preguntas, es problemas",0
"encantaria este peticiones, es favor",1
" cautiva este reclamos, es maravilla",1
" complace este peticiones, es excelente",1
"malo este quejas, es ignorado",0
"fascinaria este preguntas, es genial",1
"molesto este reclamos, es descontento",0
"encantaria este peticiones, es estupendo",1
"desastroso este peticiones, es horrible",0
" sirve este quejas, es favor",1
" sirve este reclamos, es satisfecho",1
" fascina este preguntas, es satisfecho",1
"disgusta este reclamos, es problemas",0
"disgustaria este preguntas, es malo",0
" cautiva este reclamos, es maravilla",1
"disgustaria este preguntas, es ineficiente",0
"encantaria este reclamos, es maravilla",1
" complace este quejas, es satisfecho",1
"horrible este peticiones, es ineficiente",0
" fascina este reclamos, es estupendo",1
"agradaria este quejas, es increible",1
"horroroso este reclamos, es despreciable",0
" satisface este reclamos, es favor",1
" cautiva este quejas, es maravilla",1
"horrible este peticiones, es despreciable",0
"terrible este peticiones, es poco",0
"horroroso este preguntas, es ineficiente",0
"molesto este peticiones, es frustante",0
"disgustaria este preguntas, es ineficiente",0
"desastroso este reclamos, es dificultades",0
"odio este preguntas, es horrible",0
"gusta este reclamos, es satisfecho",1
"molesto este reclamos, es problemas",0
"desastroso este peticiones, es ineficiente",0
"odio este preguntas, es frustante",0
"agradaria este quejas, es excelente",1
"agradaria este peticiones, es satisfecho",1
" sirve este reclamos, es asombroso",1
"terrible este peticiones, es problemas",0
"malo este reclamos, es malo",0
"horrible este peticiones, es insatisfecho",0
"encantaria este peticiones, es gracias",1
"disgusta este peticiones, es insatisfecho",0
"agradaria este peticiones, es increible",1
" sirve este quejas, es agradable",1
" complace este peticiones, es maravilla",1
"disgusta este quejas, es ignorado",0
"disgustaria este reclamos, es horrible",0
"gusta este preguntas, es favor",1
"horroroso este preguntas, es ineficiente",0
" complace este preguntas, es fantastico",1
"terrible este quejas, es decepcion",0
" cautiva este quejas, es agradable",1
"horroroso este peticiones, es problemas",0
"agrada este quejas, es agradable",1
" fascina este peticiones, es agradable",1
"disgusta este quejas, es incompleto",0
"terrible este preguntas, es ineficiente",0
" encanta este peticiones, es gracias",1
"odio este reclamos, es descontento",0
"odio este quejas, es desagrada",0
"disgusta este preguntas, es incompleto",0
"desastroso este quejas, es descontento",0
" encanta este peticiones, es favor",1
" complace este quejas, es eficiente",1
"disgustaria este reclamos, es ineficiente",0
"malo este preguntas, es despreciable",0
" cautiva este quejas, es contento",1
"desastroso este quejas, es malo",0
"molesto este preguntas, es insatisfecho",0
"molesto este reclamos, es insatisfecho",0
" complace este quejas, es gracias",1
" sirve este preguntas, es satisfecho",1
"terrible este reclamos, es poco",0
"disgusta este preguntas, es terrible",0
"molesto este peticiones, es grosero",0
" complace este peticiones, es bueno",1
"agrada este preguntas, es bueno",1
"disgustaria este quejas, es descontento",0
"agradaria este quejas, es gracias",1
"desastroso este quejas, es malo",0
" fascina este reclamos, es satisfecho",1
"agradaria este peticiones, es contento",1
"agrada este preguntas, es excelente",1
"disgusta este reclamos, es poco",0
" encanta este preguntas, es excelente",1
" complace este reclamos, es asombroso",1
"terrible este quejas, es ineficiente",0
"terrible este peticiones, es decepcion",0
"agradaria este preguntas, es estupendo",1
"disgustaria este preguntas, es ignorado",0
"gusta este peticiones, es rapido",1
" sirve este quejas, es fantastico",1
"terrible este preguntas, es ignorado",0
"odio este quejas, es incompleto",0
"gusta este preguntas, es maravilloso",1
"encantaria este quejas, es satisfecho",1
"disgustaria este quejas, es insatisfecho",0
"agrada este reclamos, es gracias",1
"gustaria este peticiones, es agradable",1
"indigna este peticiones, es descontento",0
"disgustaria este preguntas, es despreciable",0
"horroroso este quejas, es problemas",0
"terrible este quejas, es poco",0
"fascinaria este peticiones, es eficiente",1
"indigna este preguntas, es poco",0
" satisface este preguntas, es bueno",1
"encantaria este quejas, es fantastico",1
" encanta este preguntas, es rapido",1
"desastroso este preguntas, es frustante",0
" cautiva este reclamos, es contento",1
"gusta este quejas, es increible",1
"disgustaria este quejas, es decepcion",0
"indigna este reclamos, es incompleto",0
" satisface este preguntas, es asombroso",1
" fascina este reclamos, es satisfecho",1
"desastroso este preguntas, es fallos",0
"encantaria este quejas, es favor",1
"disgustaria este preguntas, es ignorado",0
"fascinaria este peticiones, es increible",1
"malo este reclamos, es desagrada",0
" complace este quejas, es increible",1
"indigna este peticiones, es incompleto",0
"gusta este preguntas, es favor",1
"agradaria este peticiones, es excelente",1
"disgustaria este quejas, es decepcion",0
" sirve este reclamos, es increible",1
"disgusta este quejas, es lamentable",0
"gusta este peticiones, es asombroso",1
"gusta este peticiones, es estupendo",1
"horrible este reclamos, es fallos",0
"disgustaria este preguntas, es frustante",0
" complace este preguntas, es fantastico",1
"horroroso este peticiones, es desagrada",0
"odio este peticiones, es poco",0
"disgusta este quejas, es lamentable",0
" satisface este preguntas, es estupendo",1
"malo este reclamos, es terrible",0
"molesto este preguntas, es descontento",0
"disgustaria este peticiones, es decepcion",0
"disgusta este preguntas, es frustante",0
"agrada este quejas, es maravilla",1
" fascina este preguntas, es maravilla",1
"gusta este reclamos, es increible",1
"odio este quejas, es descontento",0
" fascina este quejas, es asombroso",1
" fascina este quejas, es increible",1
" complace este peticiones, es bueno",1
"fascinaria este preguntas, es gracias",1
"malo este quejas, es terrible",0
" complace este reclamos, es contento",1
"gusta este preguntas, es maravilla",1
" fascina este peticiones, es estupendo",1
" encanta este reclamos, es bueno",1
"horrible este quejas, es grosero",0
"horroroso este preguntas, es frustante",0
"terrible este peticiones, es despreciable",0
"horroroso este quejas, es horrible",0
"fascinaria este preguntas, es rapido",1
"disgustaria este quejas, es lamentable",0
"agrada este quejas, es gracias",1
"disgustaria este quejas, es poco",0
" encanta este preguntas, es increible",1
"odio este peticiones, es poco",0
"encantaria este preguntas, es eficiente",1
"gusta este quejas, es agradable",1
"odio este reclamos, es terrible",0
" encanta este preguntas, es eficiente",1
"horroroso este reclamos, es despreciable",0
" satisface este quejas, es estupendo",1
" sirve este reclamos, es increible",1
"horroroso este preguntas, es insatisfecho",0
"encantaria este preguntas, es contento",1
"encantaria este quejas, es asombroso",1
"gustaria este quejas, es gracias",1
"terrible este peticiones, es insatisfecho",0
"horroroso este peticiones, es grosero",0
" complace este preguntas, es maravilloso",1
" complace este peticiones, es bueno",1
"malo este quejas, es lamentable",0
"horrible este preguntas, es incompleto",0
"odio este quejas, es insatisfecho",0
"horroroso este quejas, es horrible",0
"agradaria este reclamos, es contento",1
"disgustaria este preguntas, es problemas",0
"disgustaria este preguntas, es lamentable",0
" encanta este quejas, es bueno",1
" cautiva este quejas, es rapido",1
"desastroso este peticiones, es terrible",0
"horroroso este reclamos, es ineficiente",0
"encantaria este peticiones, es excelente",1
" complace este peticiones, es genial",1
" complace este reclamos, es fantastico",1
"horroroso este quejas, es dificultades",0
"gusta este preguntas, es favor",1
"fascinaria este preguntas, es increible",1
"horroroso este preguntas, es ignorado",0
"desastroso este peticiones, es poco",0
"fascinaria este peticiones, es excelente",1
"horrible este reclamos, es insatisfecho",0
"agrada este quejas, es agradable",1
"horrible este peticiones, es problemas",0
"odio este quejas, es descontento",0
" complace este quejas, es favor",1
"encantaria este quejas, es bueno",1
"disgusta este reclamos, es desagrada",0
"terrible este reclamos, es malo",0
"agrada este preguntas, es bueno",1
"gustaria este peticiones, es contento",1
"malo este peticiones, es fallos",0
"disgusta este peticiones, es frustante",0
" complace este peticiones, es favor",1
"agradaria este preguntas, es fantastico",1
"gustaria este peticiones, es satisfecho",1
"molesto este preguntas, es problemas",0
"malo este reclamos, es dificultades",0
"disgusta este quejas, es desagrada",0
"horrible este quejas, es dificultades",0
"malo este preguntas, es problemas",0
